id,title,description,category,category_label,is_synthetic,split
2446,Stipend not credited,My research fellowship payment is still pending. I have not received any update from the concerned office.,Fellowship,Fellowship,True,test
1210,Publication verification pending,The verification of my published paper has not been updated. The publication details are available for verification.,Publication_Verification,Publication_Verification,True,validation
1066,RDC meeting request pending,My research matter before the rdc has not been updated. The required research documents have already been submitted.,RDC,RDC,True,train
2157,Problem with research status conversion,The research mode recorded in the portal requires approval. I am waiting for confirmation from the concerned office.,FT_PT_Conversion,FT_PT_Conversion,True,test
1063,Research Degree Committee issue,The status of my rdc case requires clarification. The required research documents have already been submitted.,RDC,RDC,True,train
2617,Incorrect personal information in portal,My name and academic details has not been corrected. I have the correct supporting document.,Portal_Data_Correction,Portal_Data_Correction,True,train
1168,Problem regarding RDC decision,The rdc decision has not progressed. I need confirmation from the concerned office.,RDC,RDC,True,test
1493,Thesis submission process delayed,The thesis submission status is not visible in the portal. I submitted the required documents successfully.,Thesis_Submission,Thesis_Submission,True,train
2643,Portal record correction request,My research record in the portal does not match my official documents. The discrepancy is visible in my portal profile.,Portal_Data_Correction,Portal_Data_Correction,True,train
885,Research Advisory Committee request pending,The next rac meeting has not been scheduled. I have completed the required preparation.,RAC,RAC,True,train
144,Unable to complete PhD admission,My admission documents has not moved to the next stage. The application was submitted before the deadline.,PhD_Admission,PhD_Admission,True,train
3137,Research administration problem,A university research office matter has not been resolved. I would like the matter to be reviewed.,Other,Other,True,test
851,RAC meeting issue,The research advisory committee process has not been communicated. I submitted the relevant research documents.,RAC,RAC,True,train
718,Course work credit issue,The coursework marks in the portal cannot be completed due to a portal issue. The issue is affecting my research progress.,Course_Work,Course_Work,True,validation
3032,Unclassified research-related issue,A university research office matter has not been resolved. I have submitted the relevant documents.,Other,Other,True,train
